t,phase,target_deg,actual_low_deg,actual_high_deg,err_low_deg,err_high_deg
5.7083,track,-101.9003,-104.7978,-102.9373,2.8974,1.037
5.7167,track,-101.6572,-104.6581,-102.743,3.001,1.0858
5.725,track,-101.4061,-104.5089,-102.54,3.1028,1.1339
5.7333,track,-101.1472,-104.35,-102.3283,3.2029,1.1811
5.7417,track,-100.8806,-104.1817,-102.1082,3.3011,1.2276
5.75,track,-100.6066,-104.0041,-101.8799,3.3975,1.2733
5.7583,track,-100.3253,-103.8172,-101.6433,3.4919,1.318
5.7667,track,-100.037,-103.6212,-101.3988,3.5842,1.3619
5.775,track,-99.7417,-103.4162,-101.1465,3.6745,1.4048
5.7833,track,-99.4398,-103.2024,-100.8865,3.7626,1.4467
5.7917,track,-99.1314,-102.9799,-100.6191,3.8485,1.4877
5.8,track,-98.8168,-102.7488,-100.3444,3.932,1.5276
5.8083,track,-98.4961,-102.5093,-100.0626,4.0132,1.5665
5.8167,track,-98.1696,-102.2616,-99.774,4.092,1.6044
5.825,track,-97.8375,-102.0057,-99.4786,4.1682,1.6411
5.8333,track,-97.5,-101.7419,-99.1767,4.2419,1.6767
5.8417,track,-97.1574,-101.4703,-98.8685,4.3129,1.7111
5.85,track,-96.8099,-101.1911,-98.5543,4.3813,1.7444
5.8583,track,-96.4577,-100.9046,-98.2342,4.4469,1.7765
5.8667,track,-96.1011,-100.6107,-97.9085,4.5097,1.8074
5.875,track,-95.7403,-100.3098,-97.5773,4.5696,1.837
5.8833,track,-95.3755,-100.0021,-97.2409,4.6266,1.8654
5.8917,track,-95.0071,-99.6877,-96.8995,4.6806,1.8924
5.9,track,-94.6353,-99.3668,-96.5534,4.7315,1.9182
5.9083,track,-94.2602,-99.0396,-96.2029,4.7794,1.9426
5.9167,track,-93.8823,-98.7064,-95.848,4.8241,1.9657
5.925,track,-93.5017,-98.3673,-95.4892,4.8656,1.9875
5.9333,track,-93.1187,-98.0225,-95.1266,4.9038,2.0079
5.9417,track,-92.7335,-97.6723,-94.7605,4.9388,2.0269
5.95,track,-92.3465,-97.3169,-94.3911,4.9704,2.0445
5.9583,track,-91.9579,-96.9564,-94.0186,4.9985,2.0607
5.9667,track,-91.5679,-96.5911,-93.6435,5.0232,2.0755
5.975,track,-91.1769,-96.2213,-93.2658,5.0444,2.0889
5.9833,track,-90.785,-95.847,-92.8859,5.062,2.1008
5.9917,track,-90.3927,-95.4686,-92.5039,5.0759,2.1113
6.0,track,-90.0,-95.0862,-92.1203,5.0862,2.1203
6.0083,track,-89.6073,-94.7,-91.7352,5.0927,2.1278
6.0167,track,-89.215,-94.3103,-91.3489,5.0954,2.1339
6.025,track,-88.8231,-93.9173,-90.9616,5.0942,2.1385
6.0333,track,-88.4321,-93.5212,-90.5737,5.0891,2.1417
6.0417,track,-88.0421,-93.1221,-90.1854,5.08,2.1433
6.05,track,-87.6535,-92.7203,-89.797,5.0668,2.1435
6.0583,track,-87.2665,-92.3159,-89.4087,5.0495,2.1422
6.0667,track,-86.8813,-91.9093,-89.0208,5.028,2.1395
6.075,track,-86.4983,-91.5006,-88.6336,5.0023,2.1353
6.0833,track,-86.1177,-91.09,-88.2473,4.9723,2.1296
6.0917,track,-85.7398,-90.6778,-87.8622,4.938,2.1225
6.1,track,-85.3647,-90.2641,-87.4786,4.8994,2.1139
6.1083,track,-84.9929,-89.8494,-87.0967,4.8565,2.1038
6.1167,track,-84.6245,-89.4337,-86.7169,4.8092,2.0924
6.125,track,-84.2598,-89.0175,-86.3393,4.7577,2.0795
6.1333,track,-83.8989,-88.6009,-85.9642,4.702,2.0652
6.1417,track,-83.5423,-88.1844,-85.5918,4.6421,2.0495
6.15,track,-83.1901,-87.7682,-85.2225,4.5781,2.0324
6.1583,track,-82.8426,-87.3528,-84.8565,4.5101,2.0139
6.1667,track,-82.5,-86.9383,-84.494,4.4383,1.994
6.175,track,-82.1625,-86.5253,-84.1353,4.3628,1.9728
6.1833,track,-81.8304,-86.1141,-83.7807,4.2837,1.9502
6.1917,track,-81.5039,-85.7051,-83.4303,4.2012,1.9264
6.2,track,-81.1832,-85.2987,-83.0844,4.1155,1.9012
6.2083,track,-80.8686,-84.8953,-82.7433,4.0267,1.8747
6.2167,track,-80.5602,-84.4952,-82.4071,3.935,1.8469
6.225,track,-80.2583,-84.0989,-82.0761,3.8406,1.8179
6.2333,track,-79.963,-83.7068,-81.7506,3.7437,1.7876
6.2417,track,-79.6747,-83.3191,-81.4308,3.6445,1.7561
6.25,track,-79.3934,-82.9364,-81.1168,3.543,1.7234
6.2583,track,-79.1194,-82.5588,-80.8088,3.4395,1.6895
6.2667,track,-78.8528,-82.1869,-80.5073,3.3341,1.6544
6.275,track,-78.5939,-81.8209,-80.2122,3.227,1.6182
6.2833,track,-78.3428,-81.4611,-79.9238,3.1183,1.581
6.2917,track,-78.0997,-81.1078,-79.6423,3.0081,1.5426
6.3,track,-77.8648,-80.7614,-79.3679,2.8967,1.5032
6.3083,track,-77.6381,-80.4221,-79.1009,2.784,1.4627
6.3167,track,-77.4199,-80.0901,-78.8412,2.6701,1.4213
6.325,track,-77.2104,-79.7657,-78.5893,2.5553,1.3789
6.3333,track,-77.0096,-79.4491,-78.3451,2.4395,1.3355
6.3417,track,-76.8177,-79.1406,-78.109,2.3229,1.2913
6.35,track,-76.6349,-78.8404,-77.881,2.2055,1.2461
6.3583,track,-76.4612,-78.5486,-77.6613,2.0874,1.2
6.3667,track,-76.2968,-78.2654,-77.45,1.9686,1.1532
6.375,track,-76.1418,-77.991,-77.2474,1.8492,1.1056
6.3833,track,-75.9963,-77.7256,-77.0535,1.7293,1.0572
6.3917,track,-75.8604,-77.4693,-76.8684,1.6089,1.0081
6.4,track,-75.7342,-77.2222,-76.6924,1.488,0.9582
6.4083,track,-75.6177,-76.9845,-76.5255,1.3668,0.9078
6.4167,track,-75.5111,-76.7563,-76.3678,1.2452,0.8566
6.425,track,-75.4145,-76.5377,-76.2194,1.1232,0.805
6.4333,track,-75.3278,-76.3288,-76.0805,1.001,0.7527
6.4417,track,-75.2512,-76.1297,-75.9512,0.8785,0.7
6.45,track,-75.1847,-75.9404,-75.8314,0.7557,0.6467
6.4583,track,-75.1283,-75.7612,-75.7214,0.6328,0.5931
6.4667,track,-75.0822,-75.592,-75.6211,0.5098,0.539
6.475,track,-75.0462,-75.4328,-75.5307,0.3866,0.4845
6.4833,track,-75.0206,-75.2839,-75.4503,0.2634,0.4297
6.4917,track,-75.0051,-75.1452,-75.3797,0.1401,0.3746
6.5,track,-75.0,-75.0168,-75.3192,0.0168,0.3192
6.5083,track,-75.0051,-74.8987,-75.2688,0.1065,0.2637
6.5167,track,-75.0206,-74.791,-75.2284,0.2296,0.2079
6.525,track,-75.0462,-74.6937,-75.1982,0.3525,0.152
6.5333,track,-75.0822,-74.6068,-75.1781,0.4754,0.096
6.5417,track,-75.1283,-74.5303,-75.1682,0.598,0.0399
6.55,track,-75.1847,-74.4644,-75.1685,0.7203,0.0162
6.5583,track,-75.2512,-74.4089,-75.1789,0.8423,0.0723
6.5667,track,-75.3278,-74.3639,-75.1994,0.9639,0.1284
6.575,track,-75.4145,-74.3294,-75.2301,1.0851,0.1844
6.5833,track,-75.5111,-74.3054,-75.2709,1.2057,0.2402
6.5917,track,-75.6177,-74.2919,-75.3218,1.3258,0.2959
6.6,track,-75.7342,-74.2889,-75.3827,1.4453,0.3514
6.6083,track,-75.8604,-74.2964,-75.4537,1.564,0.4067
6.6167,track,-75.9963,-74.3142,-75.5347,1.6821,0.4616
6.625,track,-76.1418,-74.3425,-75.6255,1.7993,0.5163
6.6333,track,-76.2968,-74.3812,-75.7262,1.9156,0.5706
6.6417,track,-76.4612,-74.4302,-75.8367,2.031,0.6245
6.65,track,-76.6349,-74.4895,-75.9569,2.1454,0.678
6.6583,track,-76.8177,-74.559,-76.0867,2.2587,0.7311
6.6667,track,-77.0096,-74.6388,-76.226,2.3709,0.7836
6.675,track,-77.2104,-74.7286,-76.3748,2.4818,0.8356
6.6833,track,-77.4199,-74.8285,-76.5329,2.5914,0.8871
6.6917,track,-77.6381,-74.9384,-76.7002,2.6997,0.9379
6.7,track,-77.8648,-75.0582,-76.8767,2.8065,0.9881
6.7083,track,-78.0997,-75.1879,-77.0621,2.9118,1.0376
6.7167,track,-78.3428,-75.3273,-77.2564,3.0155,1.0864
6.725,track,-78.5939,-75.4763,-77.4594,3.1176,1.1345
6.7333,track,-78.8528,-75.6349,-77.6711,3.2179,1.1817
6.7417,track,-79.1194,-75.803,-77.8912,3.3164,1.2282
6.75,track,-79.3934,-75.9804,-78.1195,3.413,1.2739
6.7583,track,-79.6747,-76.167,-78.356,3.5077,1.3186
6.7667,track,-79.963,-76.3627,-78.6005,3.6004,1.3625
6.775,track,-80.2583,-76.5673,-78.8528,3.6909,1.4055
6.7833,track,-80.5602,-76.7808,-79.1128,3.7794,1.4474
6.7917,track,-80.8686,-77.003,-79.3802,3.8656,1.4884
6.8,track,-81.1832,-77.2337,-79.6549,3.9495,1.5284
6.8083,track,-81.5039,-77.4729,-79.9366,4.031,1.5673
6.8167,track,-81.8304,-77.7203,-80.2253,4.1101,1.6051
6.825,track,-82.1625,-77.9758,-80.5207,4.1867,1.6419
6.8333,track,-82.5,-78.2392,-80.8225,4.2608,1.6775
6.8417,track,-82.8426,-78.5104,-81.1307,4.3322,1.7119
6.85,track,-83.1901,-78.7891,-81.4449,4.401,1.7452
6.8583,track,-83.5423,-79.0753,-81.765,4.467,1.7773
6.8667,track,-83.8989,-79.3687,-82.0908,4.5302,1.8082
6.875,track,-84.2598,-79.6691,-82.4219,4.5906,1.8378
6.8833,track,-84.6245,-79.9764,-82.7583,4.6481,1.8662
6.8917,track,-84.9929,-80.2903,-83.0996,4.7026,1.8933
6.9,track,-85.3647,-80.6107,-83.4457,4.754,1.9191
6.9083,track,-85.7398,-80.9374,-83.7963,4.8024,1.9435
6.9167,track,-86.1177,-81.2701,-84.1511,4.8476,1.9666
6.925,track,-86.4983,-81.6086,-84.5099,4.8897,1.9884
6.9333,track,-86.8813,-81.9527,-84.8725,4.9286,2.0089
6.9417,track,-87.2665,-82.3023,-85.2386,4.9642,2.0279
6.95,track,-87.6535,-82.6571,-85.6079,4.9964,2.0456
6.9583,track,-88.0421,-83.0168,-85.9803,5.0253,2.0618
6.9667,track,-88.4321,-83.3813,-86.3554,5.0508,2.0766
6.975,track,-88.8231,-83.7503,-86.7331,5.0728,2.09
6.9833,track,-89.215,-84.1236,-87.113,5.0914,2.102
6.9917,track,-89.6073,-84.501,-87.4949,5.1064,2.1124
